age,income,purchase_amount,satisfaction_score
21,41979,15150,4
29,49842,15962,5
32,26123,10483,5
30,41239,13840,5
30,29338,9861,5
33,48249,18728,5
28,18005,3870,4
31,38020,12230,7
26,45779,14806,6
22,12345,4098,5
29,7059,2338,5
23,45674,16150,6
34,40587,12980,5
25,44264,15739,7
20,41742,16117,4
31,30083,8844,5
37,46958,15158,3
34,19118,7911,5
30,9331,3161,6
37,47398,15490,4
26,29738,9273,5
27,25751,9379,4
31,18060,5379,4
26,18138,6551,4
26,13816,5446,6
27,8611,2565,5
25,40760,16225,4
34,13576,5339,4
30,48870,17576,5
26,28568,9306,6
34,42367,13386,5
35,21865,7968,6
29,8348,3037,5
27,31608,12488,4
30,7662,2617,5
30,30620,8597,5
30,19489,5253,8
36,28364,11257,5
29,33220,13071,6
30,47884,19191,6
40,26133,9000,6
28,17435,5810,4
35,45136,17074,4
25,17456,5268,6
25,39504,14751,8
29,24189,10015,4
27,42804,16651,8
35,45926,15415,6
21,21068,8279,5
28,40917,14307,3
23,41770,16177,5
33,27234,8772,5
33,7650,3135,4
35,14376,5771,4
32,48943,11711,5
29,49956,18127,5
26,10471,2363,6
26,21519,8872,5
32,33367,12880,5
37,36474,10411,3
30,30975,12869,6
27,6130,1945,5
25,22659,8453,7
27,24814,7962,6
32,5095,2098,5
28,46733,13588,6
20,32334,12871,5
28,42674,14222,8
24,41235,15574,4
32,34590,9608,5
27,8931,3218,4
36,26176,9729,5
32,5904,1840,5
27,17656,5864,7
36,23940,7152,6
28,15210,5564,5
40,11216,4277,6
35,25855,7264,6
29,48729,18959,4
33,9152,2748,4
28,45997,18660,4
36,25176,9952,3
26,37289,12611,7
26,17570,4553,5
32,49775,18382,4
28,21192,7061,4
32,27812,10259,7
29,12556,4986,6
28,16960,5891,6
30,33475,10422,5
31,32825,13719,4
33,13624,4607,6
31,7555,2545,4
30,16030,4584,5
23,48624,16066,5
22,24481,8978,5
37,39654,13524,5
36,27637,10469,5
38,37488,11283,4
28,5282,1818,3
32,19374,6652,5
29,7415,2790,5
29,44628,13173,5
37,9040,2617,5
34,11181,3567,6
32,39759,15454,5
31,48016,19308,7
31,20841,7621,4
27,43454,14032,4
31,26974,10260,7
29,21974,6033,4
28,41292,8503,5
30,45421,14599,5
28,43048,12139,3
33,7927,3249,4
33,24429,10854,4
28,7630,2491,4
27,11176,4574,3
25,21129,5690,5
25,27516,10037,7
34,6898,2585,6
30,19698,7839,7
34,30584,8907,5
24,13002,5009,4
30,34343,11450,7
27,48385,16534,5
27,48309,14291,4
29,9403,3040,6
31,5621,2152,6
31,44685,9669,6
34,38527,12359,5
31,44357,15071,4
31,31043,9678,4
28,39299,16534,8
31,48561,22356,5
30,40295,15129,4
28,48911,13328,3
33,39119,12408,7
29,14909,4125,6
33,34727,14031,4
36,11234,3396,5
26,48312,19721,5
28,10033,3399,3
35,7278,2366,5
34,7629,2126,6
30,6972,2437,3
40,22531,9222,5
35,39577,13922,4
38,24276,8022,5
26,49898,18421,3
34,45098,17763,4
40,7810,2043,5
33,48793,19390,4
36,30590,11063,5
25,15812,4447,6
32,5133,1350,5
29,12326,4436,5
23,9871,3231,3
29,34205,12037,4
29,19081,7180,4
33,12231,3803,5
27,32700,10828,6
23,26847,11477,4
23,10452,4527,6
40,28913,11814,4
22,35056,12619,5
25,42752,12244,6
26,29384,11378,5
36,16669,6119,4
21,21365,6912,4
31,46218,18420,5
33,10574,3110,6
26,22710,10704,4
37,30331,8660,6
26,47267,14828,4
38,35539,16705,6
37,22494,6614,4
29,16780,5301,5
32,14188,4770,4
24,38514,13708,7
31,11114,4317,5
33,5399,1814,7
36,24229,10492,6
29,27816,10079,4
34,34786,12209,5
28,36785,14106,5
39,30212,10049,5
24,25125,7239,7
34,19446,6848,7
25,13148,4269,6
28,12152,4834,6
25,8711,3352,5
23,24036,7510,5
28,33363,11264,5
30,15942,3984,6
37,26458,8253,4
33,14086,5076,5
37,40969,18123,5
27,49436,18257,3
31,39705,13460,4
22,38367,12439,4
35,25045,5740,5
33,9143,4119,5
32,17030,6323,4
28,42465,16600,5
35,28900,12292,4
29,30244,11596,7
30,12218,4590,5
26,43721,15665,4
28,19953,5775,5
26,31479,12923,6
27,27805,10100,5
26,17575,5466,5
31,47002,15223,4
27,27405,10999,4
40,19149,7734,6
30,43987,12443,5
31,28706,9616,6
21,33247,9998,5
32,37935,12231,4
26,25763,7310,3
27,40405,15802,5
34,11165,3424,4
25,6267,1937,6
32,22635,9405,4
29,12434,4963,5
26,7677,2937,5
32,35600,11629,6
33,9236,3717,5
23,26004,9921,4
32,30143,12015,5
29,37415,12836,4
25,21564,6391,3
27,17707,7715,5
29,10192,3600,5
27,42105,14394,5
30,38184,12256,5
28,33292,11252,6
33,48942,17868,5
32,21958,9338,6
33,10481,4243,5
31,17082,5628,3
37,36458,11657,5
39,32194,12220,4
28,14474,5576,5
35,9178,3102,4
22,19799,5177,6
22,28416,10717,4
30,43378,13027,5
34,44020,14029,3
26,32293,11822,4
33,14123,4034,5
32,30664,9202,4
33,22985,7924,6
35,8812,3386,7
31,10762,3573,5
30,42500,17268,5
28,11192,4552,5
25,6001,2219,4
34,31630,12950,6
37,22868,8061,5
33,41718,13365,6
21,37398,14457,5
34,13452,3439,5
32,48350,14837,4
24,31546,12213,5
30,34257,12243,5
25,29784,10685,5
36,18512,6094,6
41,11804,4633,6
39,12842,4632,6
22,46855,15847,3
30,12719,3590,6
33,13864,5159,7
31,47542,20465,3
32,25931,10297,5
27,30064,9489,4
25,23743,9674,4
30,26794,9512,4
27,26409,9551,3
27,49726,15406,3
31,31215,11678,5
28,16976,5974,6
35,37660,16190,6
32,49556,19076,6
26,29408,12012,5
21,18778,7487,6
30,37424,8399,6
29,5113,1959,5
32,30079,12736,4
36,17043,6065,7
26,49398,16222,7
32,17173,6221,5
38,21953,7797,5
27,30617,9189,6
24,47186,16630,4
33,24215,8891,4
35,24937,10241,5
32,36948,11704,4
29,30980,10648,2
30,43564,14660,6
23,48281,14011,5
28,15185,6818,5
32,16849,5674,6
29,16020,5806,5
35,9718,2158,7
33,47878,19557,6
33,14324,4976,6
33,49208,17410,3
39,8709,2937,5
33,11128,3439,4
26,7076,2591,4
23,48263,17288,5
34,48546,17935,3
30,15896,5152,5
31,47103,18035,7
30,42699,16938,3
30,12819,5322,5
24,43354,14912,4
34,24407,9988,5
34,46907,14486,4
29,17193,5941,4
20,23114,7130,6
27,17601,6268,5
20,30679,9949,4
28,30397,8921,5
25,28843,11140,5
35,49247,19036,4
31,32355,11446,4
32,38527,11476,4
26,30620,11055,5
26,9586,4218,6
20,33617,11895,6
24,24180,9439,4
28,49897,15602,5
31,49513,18473,6
38,5299,1895,4
29,10694,3728,5
26,12070,3932,6
35,20535,8495,5
31,39895,14030,3
27,25714,9688,4
30,38694,16176,4
27,6660,2689,6
39,41941,15792,4
30,43838,12078,7
23,44550,15883,6
32,44793,16111,5
29,37822,15633,5
26,31432,9798,7
27,48913,18103,4
24,30926,12561,3
28,21144,9019,4
32,35958,13027,5
33,14938,5877,5
29,20611,8458,6
29,7954,2619,5
22,24869,8303,6
25,20141,6838,5
20,33969,10669,4
34,26880,10822,6
36,13990,3997,8
34,49151,14685,4
29,11028,3797,6
30,37739,14201,5
20,6469,2315,5
23,45042,17685,4
28,41401,13786,4
38,26584,9225,3
30,9683,3383,7
31,10796,4140,3
37,18316,5878,5
28,11376,5004,7
25,16838,6400,5
32,10106,3598,6
35,31341,9724,4
33,32015,9454,4
30,22112,9577,5
31,18464,6258,5
34,40659,14126,5
36,21282,8483,5
40,40979,12551,5
24,45927,11323,6
27,38045,14513,3
28,34068,14810,6
28,40050,13101,5
36,46942,18940,6
22,7644,2764,5
25,46253,13751,5
28,40090,12052,6
30,8185,3534,5
32,18687,5544,5
34,18404,6494,4
32,20631,4590,6
33,29139,9310,6
35,33131,12485,5
34,7045,2296,4
28,22274,9189,4
30,42061,14540,6
30,21843,8440,4
30,40652,13877,5
30,10593,3163,6
31,35322,8677,5
30,33161,10749,5
28,6265,1539,4
29,47962,15894,7
36,48031,17348,4
35,28415,9071,4
24,19510,6431,5
30,33365,11512,5
34,13751,4408,5
34,31642,11250,4
24,10496,4727,6
34,6576,2050,4
33,20746,6487,6
24,26728,9351,4
28,48121,15958,5
27,27588,8041,5
29,7118,3143,5
26,30002,10830,6
29,9856,3557,5
33,31200,8490,6
32,22709,8139,5
16,10000,3184,7
31,29601,11221,5
29,18974,5486,5
23,10142,3103,4
32,37647,16207,4
39,12242,4150,5
38,13046,4343,7
30,38833,14331,4
25,27472,11240,7
40,24022,10196,5
27,38951,11071,6
35,10511,5386,4
25,32499,12634,5
26,8144,2705,5
31,10253,3284,5
30,47822,18742,4
31,22735,9153,6
26,43729,15408,5
36,48636,20330,5
36,5150,1820,4
28,27717,9116,4
32,36668,14061,5
32,47285,15237,5
29,5982,1967,5
32,27762,10559,6
29,36633,15157,4
30,21865,8277,5
41,37974,11092,6
28,11753,4981,6
34,6833,2518,5
24,20710,6872,5
24,20577,7567,4
31,31064,10174,3
29,49361,20900,6
35,49897,19661,6
18,28934,8900,6
31,34656,9765,4
26,7169,2562,4
31,15215,5568,5
27,33262,12457,6
30,14011,4942,4
27,49979,21310,4
28,23443,7596,6
26,41866,9117,5
39,49228,15196,6
28,16963,5807,4
37,48328,13210,5
18,41666,16120,4
37,25499,9917,5
29,38469,13371,6
33,47083,17282,6
29,19066,8378,5
25,35739,12205,5
32,36461,16355,5
25,10085,4120,6
31,15597,6298,4
32,37330,13248,5
27,33977,13651,6
31,39748,13816,6
31,33548,13166,6
33,23259,9100,6
31,13394,4436,4
28,17639,5797,4
32,40819,12339,4
28,42834,13998,6
26,10380,4045,5
30,10101,2425,4
35,30691,11574,5
32,35498,12746,4
24,34544,12729,6
31,5057,1881,5
29,14121,4947,5
37,30022,10718,6
32,44006,18087,4
41,24311,9228,7
27,12181,5334,4
29,20524,6644,5
34,42816,16271,5
31,47116,14186,6
23,43548,13707,5
24,17251,6250,4
18,5106,1798,5
34,26099,10463,6
28,34549,11226,4
22,40855,13293,6
21,47110,16881,5
33,14840,3991,4
23,45520,17870,4
38,27836,7979,5
29,42583,15674,6
27,15604,6518,5
24,26027,8528,5
38,22422,9878,6
37,11834,4226,5
29,34335,10146,5
31,47945,18351,5
32,48905,16464,6
25,21429,8390,5
32,30171,11092,4
26,39936,12476,6
30,43298,16978,5
16,44757,15144,4
30,13400,4756,6
36,42807,16011,5
29,7583,2454,4
31,20940,6739,4
31,22280,10006,4
29,20060,7980,5
36,13737,4520,5
25,15374,4781,4
32,9782,3701,5
25,28804,11111,5
32,30920,13071,3
27,39685,13066,6
29,19436,6980,5
28,29547,10958,5
34,40486,12344,5
28,19181,5838,4
27,48343,21353,6
30,9932,3067,2
31,43942,14044,4
30,43364,15660,5
34,15702,6995,3
33,11213,3361,3
34,13759,3117,5
28,9917,3539,6
30,10969,4880,5
36,41727,14136,2
32,17886,7097,5
27,38008,14240,5
23,45642,20837,5
33,25516,9728,5
39,44644,15171,5
31,23972,7000,6
22,20945,6877,5
25,15913,6723,6
22,26311,10422,5
32,11805,3705,4
34,19042,6867,5
39,20398,7389,5
26,37363,13045,6
28,26096,6982,5
26,41745,12755,6
29,26818,9965,5
33,7126,2703,4
34,34694,10283,4
33,39819,14986,5
29,12350,4038,3
34,31792,14020,6
25,33785,12752,6
30,42380,15806,5
33,46541,16497,5
30,26111,9056,6
29,30939,10173,5
21,49040,21244,3
31,31671,13690,4
28,15002,6836,4
30,26081,8515,6
26,7550,2585,4
30,31875,12781,7
40,46650,15117,5
28,49988,15511,5
28,13231,4597,4
22,29475,8775,5
25,13852,4367,3
36,33253,11316,6
26,12494,4801,4
29,32830,9788,6
30,6591,2418,5
18,12951,4619,5
27,39206,13056,6
35,41311,14389,4
27,38837,12929,6
27,15603,5962,6
22,31019,9850,6
29,47240,15712,4
39,34292,11613,4
22,15637,6518,5
21,47084,15370,5
20,9812,3408,6
31,24022,8448,4
30,10252,3222,5
43,32179,12960,3
32,6932,2440,5
32,41020,11966,6
28,6447,2113,7
33,14509,5364,5
37,33775,9209,4
41,37548,12555,6
31,31498,11620,4
35,9323,3110,4
26,39754,11613,4
31,36380,14469,5
37,6861,2616,5
28,27344,13061,5
34,40792,10837,5
32,18871,6422,6
34,33119,13820,6
32,32667,10010,4
29,21706,6347,4
26,17845,7213,6
30,38236,12809,7
28,12876,4637,6
34,34614,11079,5
36,21787,8223,4
38,22558,7895,5
28,32130,11878,6
37,12845,4670,6
25,41391,12369,6
35,11606,4233,3
32,48577,17599,4
20,18820,5994,6
26,5992,2275,5
25,20655,8238,4
32,14841,5046,6
30,28337,12661,5
17,6976,2311,3
29,23570,9526,5
32,8361,2703,7
31,30886,8845,6
36,39114,15132,3
33,13308,4464,4
32,29043,9858,3
28,48995,17551,3
30,49424,16327,4
29,23372,8402,6
33,42229,12570,5
28,26068,7653,6
30,15097,4586,5
31,6313,2351,5
31,41271,14247,4
31,32193,11421,4
25,12941,5351,5
34,48822,16687,4
31,39317,14166,5
25,39229,12889,5
27,25049,7858,5
34,40999,14099,5
31,39438,13636,6
24,33491,9144,5
29,31972,12623,5
36,7605,2033,6
41,23166,7428,4
36,18281,6616,6
34,35822,11674,5
36,41790,14807,4
33,45707,13826,5
23,15696,5514,6
33,11777,4068,6
28,43099,17337,5
34,45234,17844,4
31,8664,3118,4
24,18005,6691,3
29,27204,8715,7
35,7998,2828,5
34,37400,11925,3
27,27616,9450,5
27,28356,9581,4
32,38731,11797,6
31,29703,9499,7
33,43323,12364,6
32,45977,16556,4
30,42066,16903,5
23,14896,3977,6
34,35443,12238,5
32,33251,10985,5
33,9457,3583,5
33,34849,11554,8
28,5509,1794,3
24,15130,5533,7
32,9968,3231,5
31,31930,11388,5
34,28405,9067,4
29,41594,10036,4
27,6714,2027,5
25,49821,18265,3
30,6811,2268,6
31,38994,13764,4
33,24407,6708,4
26,34108,10947,6
34,15252,5573,6
26,8699,2550,5
34,6494,2760,5
32,10675,3893,5
23,9065,3189,4
25,21058,6819,5
28,23651,9847,4
29,44033,10961,6
31,29839,9339,5
27,41071,14715,6
28,40650,13805,5
35,26426,9531,5
30,30651,9571,5
33,29593,11007,7
35,36123,15382,7
42,22988,8971,5
29,28758,11240,5
35,47027,12559,6
22,14565,4750,4
28,27749,11641,3
32,47055,17078,4
28,26775,10674,5
27,9374,3424,6
28,26850,9394,4
35,32814,10389,6
36,14796,6002,5
33,14518,4754,6
23,15249,5365,3
29,20336,6429,5
27,16111,6168,5
25,48924,18103,4
33,35350,11888,6
36,14438,5301,5
35,43498,16441,5
25,44070,17601,7
23,40572,18654,5
26,36834,13120,5
29,49974,18644,4
29,19375,7187,4
29,12211,3842,7
30,21509,5859,4
29,18233,5628,3
29,22973,8459,5
28,34800,10864,4
35,24628,10036,4
26,39510,14225,6
27,37485,14403,4
32,32146,8573,6
35,15049,4241,5
41,12687,4200,5
39,14825,5334,5
31,46900,14324,5
28,38582,11890,4
29,22550,7884,3
33,47913,12679,6
30,36020,12438,4
28,15181,5603,5
37,42594,14394,6
29,9727,3932,5
35,47956,19562,5
31,39262,12965,6
34,48784,19726,6
28,37865,12079,8
28,12813,3559,6
23,30433,11753,5
23,48588,11924,4
35,14952,6195,6
30,45490,16276,5
33,32069,10170,4
36,23860,9907,5
36,25256,7276,5
27,10495,4736,4
32,46659,14527,4
35,21980,7524,6
23,44878,21671,6
35,40508,10829,5
33,33952,10489,4
28,16648,7188,5
32,40638,11812,5
26,41887,12483,5
27,29607,10346,5
31,33810,13805,7
28,35731,13096,5
33,28997,9737,5
30,37074,13560,5
33,44637,13625,5
31,39739,15360,6
34,34230,13148,5
26,17966,6947,4
28,29218,9788,5
21,14169,4296,5
35,15551,6347,4
33,31886,11516,3
33,32311,13162,5
29,49570,16941,4
34,31176,11314,5
24,28664,11054,6
33,15084,6213,4
34,29321,8988,7
27,23355,9600,6
34,43601,14256,6
27,12342,3666,5
24,40744,14052,6
32,40346,16871,5
29,45377,15543,7
32,30333,10365,3
35,49892,17382,3
33,6725,2005,7
23,45721,16056,4
30,28075,8015,4
26,41136,12619,5
36,45616,12825,4
26,25912,10586,6
29,48960,14205,5
30,38534,14173,4
35,47890,16457,5
34,35206,15107,6
25,26305,7350,4
30,46864,19294,6
35,39235,11541,6
27,49854,19517,6
21,16207,5726,4
37,13877,6767,5
27,48076,15547,5
30,12897,3648,4
33,32352,9041,2
29,41565,11324,4
33,35199,9344,3
26,6605,2184,5
27,39810,13666,3
39,25297,8299,4
29,9861,3292,5
31,34271,10260,5
34,5494,2163,5
30,15345,4088,3
37,45339,14004,4
30,37916,14563,6
36,32572,13184,6
22,24208,8203,6
29,43248,20238,6
30,42994,18281,5
32,37966,14006,4
33,22477,7585,5
28,8844,3060,4
35,45208,13699,5
25,46346,15451,3
27,8690,2876,4
26,29128,10525,5
31,32982,10853,5
24,21773,6085,5
31,22572,7933,6
30,40723,12300,6
25,40762,13174,4
25,49988,18507,5
31,9488,3304,4
29,41842,12092,5
30,45797,19148,6
24,32457,11089,3
34,42797,18994,4
25,49012,19119,6
29,28876,11580,4
25,18058,6452,6
30,7076,2488,4
28,12766,4594,6
29,20381,6897,6
28,47940,13019,4
32,31587,12690,5
33,46659,13715,4
28,11331,4400,6
25,49555,15644,4
24,29001,11873,5
30,43737,18976,5
32,24147,6848,5
32,42100,13883,6
33,7152,2718,5
32,39452,14558,6
28,21937,7091,4
33,46863,19206,4
28,48540,17068,3
38,48628,17452,4
32,41827,12018,4
25,36117,10111,7
29,32773,14692,6
36,28712,8864,6
25,36418,13184,7
33,32252,14121,4
27,11961,4555,5
24,10933,3561,6
25,11953,4302,3
21,17825,6498,4
23,36574,16044,6
27,33693,15322,5
29,20722,8291,3
33,48282,12975,6
25,46472,16481,6
39,49498,20906,5
32,48765,14979,3
16,15254,4555,5
27,31997,10366,4
22,41989,17037,6
26,48750,13518,6
24,34386,11265,4
34,31990,12399,4
28,14636,5135,6
21,36108,12181,6
25,6841,2186,5
36,18644,6854,4
39,30398,10243,6
28,7026,2383,6
31,7143,2463,6
25,40650,15473,4
21,43499,15936,5
31,11223,4498,6
33,36566,10969,2
30,43960,17180,4
30,25506,8108,4
24,48244,17959,4
27,30771,10923,5
24,46808,14589,4
31,10001,3800,4
36,22188,7312,3
39,24980,8990,4
33,35000,11866,5
34,17993,6008,7
36,20916,6451,6
29,21645,7278,5
25,16578,7142,5
35,36309,15584,5
28,21659,8042,6
37,41798,10806,4
24,20120,7238,6
28,24078,7448,4
29,11235,3326,4
27,7467,2142,4
23,17386,6903,5
36,39913,12571,3
28,48841,19016,5
33,26095,7440,5
23,40170,11736,5
33,12742,5166,5
34,33181,12800,6
36,34928,12837,5
29,21612,8779,6
36,49767,21007,5
24,16746,5589,5
28,32148,11336,5
33,38284,10892,7
32,43744,15540,6
34,21807,8310,3
31,47966,14722,6
32,30793,11205,7
33,20400,7599,6
35,19215,8767,4
32,33075,12095,6
30,25747,9659,5
32,19929,6355,5
24,49562,18695,5
24,20044,5742,6
32,44249,13068,5
33,37223,12432,4
24,33713,8040,5
30,11354,4743,5
30,8064,2117,5
35,40840,6378,6
26,8468,2052,4
28,24563,8548,6
26,42724,13581,6
33,43232,14099,6
37,47761,13652,5
38,13273,5265,5
29,32481,10553,7
30,36493,14069,5
22,39850,14777,6
33,18689,6408,5
26,8130,2871,6
38,49993,21778,5
41,35666,11351,4
25,38501,13280,6
26,16244,5481,5
42,47755,18582,6
27,14360,5156,6
38,35163,12403,5
30,30954,11272,6
36,39632,13505,6
27,32121,9659,4
32,13845,4772,5
29,6301,1897,5
27,36221,15552,5
36,43019,13966,6
36,27815,9300,5
30,42245,15281,3
31,42544,13337,6
33,8135,2633,6
28,28495,9885,6
21,19187,7788,4
26,11052,4112,6
31,23980,6854,4
34,46240,17605,5
27,8543,2966,5
27,15809,4798,5
29,29078,9250,4
31,37580,14030,5
27,5436,2268,5
37,37614,13199,5
21,5593,1912,6
28,21159,7892,6
41,5218,1858,6
28,44875,15931,4
27,20639,6157,6
40,12716,3710,4
31,28451,10145,6
34,47023,17164,5
32,8293,2663,5
30,34799,11074,5
26,9566,3944,3
27,19772,4561,6
31,42393,14184,3
34,21399,10020,5
28,38514,15409,5
30,33964,12911,7
29,19164,6247,6
33,34319,14167,6
33,43216,15032,7
35,9444,3523,5
42,7450,2597,5
31,23261,7997,6
31,29497,10329,5
41,12271,3588,4
29,17203,7126,5
29,8213,3156,3
28,43652,13492,2
29,45184,18156,5
33,48152,18823,5
34,45774,15493,4
35,17803,5631,6
33,26498,8178,5
29,41098,15451,3
33,42323,18493,5
21,13876,4288,6
36,6313,1871,5
29,22331,10565,4
28,13564,5105,3
27,44463,12594,5
33,44768,13431,6
29,40410,12780,4
35,13103,4821,5
34,15840,5056,6
25,45396,13480,5
35,47398,19310,6
33,29566,10835,7
28,16298,2912,4
31,27458,11039,5
32,48110,18830,5
24,17282,6968,3
30,6298,2277,5
30,36750,11229,5
38,9285,3463,5
33,17321,5926,5
37,48674,16492,3
31,7855,2713,4
35,35094,8913,6
26,16196,7155,6
31,7813,2555,5
37,35091,10972,5
28,22563,7172,4
33,11438,4208,6
34,40613,15634,6
33,7672,2577,5
28,38550,15873,4
31,13876,5810,4
30,40257,15269,4
28,32823,10578,6
24,10446,4346,5
37,37073,11572,6
24,18446,7669,5
33,20876,7108,4
35,22880,7551,5
31,44810,19616,5
28,18684,5226,5
22,41583,14267,5
27,21246,6320,5
31,13023,4635,6
29,10158,2338,4
27,8914,3829,6
36,39909,13364,4
31,38267,13898,5
26,44374,12533,5
27,16249,7202,5
32,19249,7550,6
27,28087,11262,4
30,20290,5952,5
32,5751,1281,4
28,6477,2481,5
33,37423,16353,5
32,22254,8467,4
22,18399,6719,6
30,9634,3968,4
27,49382,17568,5
31,42605,14186,5
35,38414,15607,4
24,20460,7621,5
27,26092,10296,4
28,19757,6876,4
31,42659,16760,6
20,13276,4652,5
30,29124,9146,5
39,21931,6384,4
27,12000,3352,4
33,15793,6003,5
32,26116,11183,5
21,47738,21632,5
32,6593,1564,5
21,10031,3756,4
42,11535,4217,6
26,45906,14250,5
28,15700,6240,6
31,23097,8147,6
22,41065,16713,5
31,12160,4979,5
32,17758,6399,5
34,43243,15498,4
35,28931,11534,3
39,35632,10720,4
26,47977,13724,5
30,14350,5136,6
27,49641,17117,4
25,8586,2817,5
28,6608,2483,5
25,10566,2923,5
25,32520,10024,5
30,46829,20299,4
29,24939,11139,5
25,18211,7279,4
31,27556,11561,6
29,23950,8948,5
31,44703,12844,6
24,15800,4921,4
26,36055,10784,5
31,45802,18369,6
27,25048,9102,6
28,27356,10054,5
33,11364,3348,6
25,31016,12036,6
30,15085,4615,6
28,5970,1775,6
36,20183,7380,5
24,18002,5756,6
36,5235,1700,3
20,8481,3307,5
26,11602,3767,4
28,37210,12724,5
29,28283,8310,4
31,37259,13080,4
28,30672,12215,4
36,16103,6180,4
27,20090,5463,5
25,5718,2206,4
29,28756,10178,6
28,34333,14759,5
26,21958,7776,6
32,9906,3653,5
26,17707,4870,7
25,32803,11207,5
36,20031,8798,3
27,22751,9273,5
33,26925,8749,6
29,22541,9352,3
24,47076,18493,4
34,47291,15467,5
28,9912,3581,7
23,10714,2963,5
29,44614,18375,5
24,37754,10316,6
31,7217,2414,6
33,40276,13594,6
28,15945,5542,6
28,23795,9660,7
34,14934,6287,4
34,22949,7575,6
32,11534,4469,7
29,14096,5374,4
26,45093,19347,5
34,32939,10464,4
32,21466,7242,5
30,36909,12485,6
27,16058,5773,6
36,25279,9630,5
25,18148,6669,5
30,44703,17846,6
30,31938,14099,4
28,9692,3874,5
24,10972,3171,6
33,23730,9106,6
34,26736,8619,6
36,47115,15306,5
25,36534,11757,4
31,32422,11188,6
27,36379,16043,5
37,23142,9254,6
22,32359,10456,6
31,20966,5129,4
28,45033,16113,5
34,33393,10335,4
31,41434,14773,6
31,19003,5509,4
28,11753,5122,4
34,39399,14099,5
31,46277,18469,6
34,49947,14718,5
33,36495,11325,6
30,27882,9746,4
28,44029,14560,5
29,36930,11582,5
37,29858,12571,4
31,12384,3544,5
23,27825,11415,5
32,35997,11752,5
34,36394,18026,4
32,47937,15477,4
30,35636,11938,4
30,44529,12365,4
24,21615,7904,6
29,5007,2226,5
35,18482,7889,4
32,14899,4794,4
29,31271,12373,3
35,18227,5496,4
27,15149,4405,6
45,14889,5097,5
30,10366,3736,4
35,23549,6251,5
26,27665,8179,3
38,18933,5363,5
22,23180,8870,6
26,19095,7295,6
38,12260,4397,4
27,9156,3483,5
36,8053,3551,5
27,40700,16255,5
31,12844,3906,5
31,20493,6861,5
33,43833,13862,5
31,14053,5509,5
26,39980,13319,6
30,28836,8071,5
29,46062,14212,6
29,41289,17171,6
32,22586,6512,5
32,35227,12937,6
31,23040,7539,6
35,27403,10416,7
32,38874,12341,4
35,45772,16925,6
22,40421,13228,6
34,17660,7151,5
28,19425,7055,7
29,28124,8460,4
31,42708,18944,5
29,23656,7957,4
33,48671,16873,6
29,7091,2319,5
31,22351,8909,5
25,35238,11201,7
31,24710,9622,5
23,33169,13550,6
35,29030,8773,7
22,28503,9857,6
33,15136,4600,5
32,34221,11860,5
28,26062,9848,5
21,49060,21879,5
22,30880,9739,5
29,10778,3700,4
31,48722,21938,5
34,12544,4573,4
31,17975,7643,6
30,45305,12739,4
33,15564,6248,6
30,5724,2138,5
34,18086,7730,6
38,9161,3022,5
29,39836,14970,5
27,24618,9039,5
26,5899,2010,7
38,34483,13589,3
18,44869,17752,5
40,41383,13557,6
32,49607,17724,4
27,37901,13431,6
29,38116,13562,6
39,37800,14064,7
29,12091,4575,6
30,26471,9326,4
27,28424,6654,6
26,48492,15364,5
25,12780,3723,4
27,17062,5696,5
28,10317,3771,5
21,49604,17189,5
36,11733,3543,5
25,14898,5409,5
31,34571,13716,6
22,19742,7738,7
31,23619,8625,6
29,44138,17761,6
27,38736,18292,7
25,29063,9785,4
28,27042,10728,6
22,44864,14795,5
37,47378,16176,4
30,18045,5722,8
26,10381,3188,4
28,32736,12741,5
34,27601,8691,6
29,8055,2463,5
31,36828,13855,6
31,42151,15783,4
34,43553,11424,6
32,42324,14466,5
30,18602,6215,4
30,15175,5183,4
25,6768,2339,5
38,24756,10224,5
28,30056,11467,6
33,37884,17208,4
35,35951,12725,5
29,40015,12445,5
26,44967,15984,5
33,9117,2784,4
28,23570,6964,6
32,48183,16250,6
20,39092,13950,5
27,45864,15204,6
30,24846,10613,5
27,48996,23780,6
32,30737,8396,6
33,15511,6562,7
26,20996,8226,5
28,24149,9530,6
34,30009,9395,5
37,8949,2997,6
32,37551,12078,5
31,49029,15251,5
37,15691,6036,5
23,7873,2783,5
36,39002,15264,6
35,42182,12440,5
31,38660,13653,5
28,40576,13565,5
24,23605,7312,7
33,34202,12727,5
33,39324,14488,4
29,38732,12701,5
31,7942,2986,5
35,47059,12940,5
19,7417,2274,4
30,24600,9976,5
30,18647,6995,6
37,11729,4771,5
33,17394,5982,6
24,7757,2006,5
26,27930,9591,5
25,26782,9907,6
27,23852,8176,5
34,36201,10797,5
30,37746,14653,6
31,12845,4205,4
34,6528,2003,6
26,46306,16205,4
30,11986,4078,5
25,9806,3456,5
30,42749,14118,5
33,11547,3815,8
33,44877,18106,6
28,11527,3085,7
33,42821,18609,3
28,11985,3825,5
30,46563,18837,5
33,46091,17304,5
27,45159,14891,4
29,15547,5070,4
32,38150,14066,5
34,44325,18241,4
35,10177,3555,6
28,36498,10043,5
29,42518,16661,6
28,10822,4948,4
18,5899,1926,6
25,10435,3825,4
36,44646,16882,6
35,9103,3255,3
29,39895,13762,5
34,26104,9213,8
31,41399,17016,6
28,37617,14418,3
